,type,review,label,file
34010,train,"beyond the fact crazy people exist and there are religious nuts out there.<br /><br />The characters basically make no sense most of the time.<br /><br />The film has no real beginning, middle or ending, nor is anything ever explained much.<br /><br />The film opens with a young man, with the unlikely name of Hazel Motes, apparently returning from a stint in the army.<br /><br />He hitches a ride to a two story house that is in extreme disrepair, windows boarded over. He goes in the house, walks around and finally writes a note that he leaves there. This scene comes to nothing, and we learn nothing further about the house or its history.<br /><br />It is never explained exactly whose house this is, or where the people have gone, but we are given the impression Hazel has probably lived there at one time.<br /><br />Hazel decides to go to a city. Why - we don't know. Once he arrives in this city he writes down a name & address that he sees on a bathroom wall, and goes to visit this woman, who is a surprisingly fat hooker. He sees her for awhile and then he apparently isn't seeing her anymore. Like everything else in this movie, it comes to nothing and serves no purpose.<br /><br />A young man named Enoch, tries to befriend him, but Hazel really isn't interested, although they keep crossing paths.<br /><br />Enoch is about as crazy as you can get. One of his habits is to go to the zoo and stand in front of the cage where the chimps are and talk at them insultingly.<br /><br />We never really know why Enoch behaves as he does, or why Hazel behaves as he does, beyond the fact Hazel had an overdose of old time scary, fundamentalist religion via his grandfather.<br /><br />Enoch later becomes enthralled with a man who dresses in a gorilla suit, and manages to get the gorilla suit from him and then runs around in it.<br /><br />Hazel, who is wound rather tight and seems to be in a constant borderline rage does a bit of street preaching. I got the impression he was trying to free himself from the untruths of the religion that had been drilled into him.<br /><br />He has several encounters with a preacher and his daughter, although their interactions never really make any particular point, and there is no plot line.<br /><br />Eventually Hazel succumbs to complete religious fervor and begins self-harming.<br /><br />It is a very odd film. Interesting in it's oddness but other than that it has absolutely nothing going for it.<br /><br />The cast does an outstanding job,but this film completely fails to deliver either a point of view or a storyline.<br /><br />The film also has the characters tossing around the N word from time to time with no connection to the rest of the dialog.<br /><br />2 stars",neg,6860_2.txt
34011,train,"My first exposure to the Templarios & not a good one. I was excited to find this title among the offerings from Anchor Bay Video, which has brought us other cult classics such as ""Spider Baby"". The print quality is excellent, but this alone can't hide the fact that the film is deadly dull. There's a thrilling opening sequence in which the villagers exact a terrible revenge on the Templars (& set the whole thing in motion), but everything else in the movie is slow, ponderous &, ultimately, unfulfilling. Adding insult to injury: the movie was dubbed, not subtitled, as promised on the video jacket.",neg,6861_1.txt
34012,train,"This superior inferiority to the original dumb ""Blind Dead"" movie is another trash bin waste. So many people have hyped up these films that I can't believe what they say about it. Since I was a kid I have heard about how scary and great these films are and I saw them all and was throughly disappointed, was everyone on drugs, from the 1970's or do they just not know how boring this crude is?",neg,6862_1.txt
34013,train,"oh my god, i give this film three stars out of ten for the following reasons. the final sequence is once again quite effectively handled and it was absolutely hilarious. that is what it gets those three points for. other than that, it was atrocious. it wasnt meant to be this funny, that much is obvious, but the dubbing, the acting of the dubbed voices, the dialogue they said, where often hilarious. the actions performed, and/or not performed also lead to much hilarity and/or throwing things at the screen. such as when the whole town is being slaughtered and one small group of people stand on a balcony looking on as if they were watching a cooking glass, or the ""attempted"" escapes from the church in which they hole up.<br /><br />evil mayor: i think something is going on outside so you should go upstairs and look out the window.<br /><br />hero: ok.<br /><br />evil mayor: now is my chance to make some idiot go outside and flail around with fire being totally ineffective and getting hacked up.<br /><br />insert sequence in which this occurs.<br /><br />evil mayor: damn, wait, i will get this small child and she will walk outside and cry pappa seemingly obvlious to the fact that those rotten corpses are not just spooky strangers but are actually zombies with no flesh or skin or anything and she will lead them away and i will flee! insert sequence in which this occurs.<br /><br />hero (upstairs): he is trying to escape again, fool, and he has left the door open, he is silly, this is a nice view.<br /><br />woman: where is my daughter?<br /><br />hero (downstairs now): i dont know, i cannot see her anyway and she was not outside because i could not see her despite her being out there and me having a view of the entire neighbourhood and she is standing right outside, where on earth could she be?<br /><br />needless to say, anybody would be throwing things at the screen after 10 minutes of this. so, watch the first film with a couple of friends, having a few drinks, and make sure by the time you get to watching this one, you are absolutely blindly drunk and can just giggle at the stupidity of it all. and there wasnt even any decent gore, such a shame.",neg,6863_3.txt
34014,train,"There is a bit of a spoiler below, which could ruin the surprise of the ONE unexpected and truly funny scene in this film. There is also information about the first film in this series.<br /><br />I caught this film on DVD, which someone gave as a gift to my roommate. It came as a set together with the first film in the ""Blind Dead"" series.<br /><br />This movie was certainly much worse than the first, ""La Noche del Terror Ciego"". In addition, many of the features of the first movie were changed significantly. To boot, the movie was dubbed in English (the first was subtitled), which I tend to find distracting.<br /><br />The concept behind the series is that in the distant past a local branch of the Knights Templar was involved in heinous and secret rituals. Upon discovery of these crimes, the local peasantry put the Templars to death in such a manner that their eyes can no longer be used, thus preventing them from returning from Hell to exact their revenge. We then jump to modern times where because of some event, the Templars arise from the dead to exact their revenge upon the villagers whose ancestors messed them up in the first place. Of course, since the undead knights have no eyes, they can only find their victims when they make some sort of noise.<br /><br />The Templars were a secretive order, from about the 12th century, coming out of the Crusades. They were only around for about 150 years, before they were suppressed in the early 1300s by the Pope and others. Because they were secretive, there were always rumors about their ceremonies, particularly for initiation. Also, because of the way the society was organized, you didn't necessarily have church officials overseeing things, which meant they didn't have an inside man when things heated up. And, because of the nature of their trials, they were tortured into confessions. The order was strongest in France, but did exist in Portugal and Spain, where the movies take place.<br /><br />Where the first movie had a virgin sacrifice and knights drinking the blood directly from the body of the virgin (breast shots here, of course, this is a horror film after all), and then, once the knights come back to life, they attack their victims by eating them alive and sucking their blood; in this sequel, this all disappears. You still have the same scene (redone, not the same footage) of them sacrificing the virgin, but they drain the blood into a bowl and drink it from that. Thus, when they come back, they just hack people up with their swords or claw people to death, which I have to say is a much less effective means of disturbing your audience. There's also a time problem: in the first film the dating is much closer to the Templars, where here they are now saying it is the 500 anniversary of the peasants burning these guys at the stake, which would date it around 1473. And the way that the Templars lose their eyes is much less interesting as well. In the first, they have them pecked out by crows. Now they are simply burned out, and in quite a ridiculous manner.<br /><br />Oh yeah, and maybe it was just me, but there seemed to be a lot of people from the first movie reappearing in this film (despite having died). Not really a problem, since the movie is completely different and not a sequel in the sense of a continuation, but odd none-the-less.<br /><br />The highlight of this movie is the rich fellow who uses a child to distract the undead while he makes a break for the jeep. The child's father had already been suckered by this rich man into making an attempt to get the jeep, so he walks out and tells her to find her father. It comes somewhat out of the blue, and is easily the funniest scene in the film. Of course, why the child doesn't die at this point is beyond me, and disappointed for horror fans.<br /><br />I couldn't possibly recommend this film to anyone. It isn't so bad that it becomes funny, so it just ends up being a mediocre horror film. The bulk of the film has several people holed up in a church, each making various attempts to go it alone in order to escape the blind dead who have them surrounded. When the film ends, you are not surprised at the outcome at all; in fact, quite disappointed. If you are into the novelty of seeing a Spanish horror film, see the first movie, which at least has some innovative ideas and not so expected outcomes.",neg,6864_3.txt
34015,train,"This movie was so bad it was laughable. I couldn't resist watching it though. The plot is standard, the acting quite horrible (supporting cast such as the nutty neighbor and the lawyer friend were better actors). Kind of amusing if you have some time to waste and like seeing the conclusion to a dramatic plot.<br /><br />The headliner who plays ""Kathy"" was just fascinating because I couldn't decide if her deadpan, flat affect was the result of bad surgery or simply bad acting (I decided it was both). This leaves the script to comment on, which was pretty awful. Pat remarks, idiotic decisions, and reckless stupidity on the part of every character in the movie. Maybe this is what was so riveting; I don't know. I just watched it to see how bad it could be. (Actually the dialog doesn't even qualify to be called ""cliche'"" - but it's almost completely inane.)<br /><br />All in all, very bad, cheaply made movie. The sets, the same scenes (a house, a building) were shown over and over with no artistry or actual tie-in to the action; more like props that were randomly dropped into the action in a bad play. A chase scene could have been shot by any juvenile in a warehouse or an old school: poorly shot, cheap props, minimal action.... and I still wanted to see the ending. Go figure.",neg,6865_1.txt
34016,train,"This film has so little class in comparison to Strangers on a Train or even, Accidental Meeting for that matter, that despite plot similarities I wouldn't feel right in actually comparing this to either of them. The Yancy Butler character came across as such a dopey dimwit I was too embarrassed for the writer and director to continue watching.<br /><br />I don't enjoy many Lifetime movies but feel compelled to watch one every now and then in the interest of promoting harmony at home. I often groan silently but this film caused me to protest out loud, stand up leave the room and walk around the house mumbling to myself, before I returned to my normally favorite chair to subject myself to more torture.<br /><br />Dean Morgan, Rochester, NY",neg,6866_1.txt
34017,train,"We can start with the wooden acting but this film is a disaster. Having grown up in NY I can tell you that this film is an insult to anyone who is familiar with the community or the people. I'm not even a defender of the culture in any way and found this to be a Hollywoodized piece of trash to fit its own fictional, ridiculous culture presentation and language that anyone who watches Seinfeld knows is inaccurate. This is a colossal waste of time and, even worse, is not exactly interesting since the outcome is obvious and the scenes of confrontation are laughably bad. Who acts this way? Nobody.<br /><br />The writer's name sounds Israeli or something of that nature but it is clear he doesn't have a clue about the subject he is writing about. Looking at his bio, it is shocking he lived in New York and wonder how much real connection he had with the community. Even mediocre films like ""A Stranger Among Us"" are better and more closer to the truth than this dreck. Reading this guy's credits it's no wonder he has written scripts on all C grade films that somehow feature stars. shocking. Perhaps he knows someone because this script is even below par for a bad Dolph Lundgren film.",neg,6867_1.txt
34018,train,"OK, admittedly as an Orthodox woman who LIVES in Boro Park, I'm going to be a little biased against this film. However, it seemed that Boaz Yakin's sole purpose in making this film was Orthodox-bashing. With our wigs, modest attire, and separate seating, we're a pretty easy target already. Yakin never made it past the surface. The result is a film with more holes than Swiss cheese: 1. Yosi tells Sonia off for loving him more than G-d or their parents. Then he deliberately defies his father's order that he not go swimming because of his poor health. 2. Sonia flips out at her son's bris. Why would a Hasidic woman from Monsey have such a strong reaction? It's hard to believe that she never attended one before. Let's face it, even Reform Jews hold bris milah ceremonies nowadays. 3. Was Mendel sleeping during his chosson classes? He's supposed to satisfy his wife's passions in bed and refrain from kissing her in the street. Especially in the middle of the busiest street in Boro Park! 4. Sonia and Mendel had to have been married for over a year, and he just now noticed that they were not meant for each other? A little clue--arranged marriage does not mean that the girl has to take the first guy her parents set her up with. Nor will she be shunned by the community if the marriage doesn't work out. 5. If Sonia really wanted to get into the jewelry business that badly, she did not have to go through her lecherous brother-in-law. There are Orthodox female doctors, lawyers, teachers, etc. Sonia came off as more whiny than sympathetic. Instead of taking control of her life, she sat back and waited for things to happen, and then complained that she didn't like the outcome. That's not standing up to one's environment; that's pandering to stereotype. Frankly, I think she got what she deserved.",neg,6868_3.txt
34019,train,"The movie is steeped in religion, so it is impossible to separate it from religion in commenting upon it. In my opinion, this movie pretends to explore deep issues, but thrives on stereotypes and prejudices; with little true insight. What the people in the movie (and therefore, the writer) failed to see was grace. They failed to understand that God is the author of beauty and He is the Creator of passion and sexual gratification in the proper context of marriage bonds. To imply that the people of the society in which the story is based believe that nudity is sinful, and both the man & the woman enjoying the act of marriage is dirty, is just an oversimplification. Such stereotypes really don't exist, for even Jewish holy writings speak clearly of the caring husband who will seek his wife's pleasure before his own. Scripture says that a man ought to love his wife as his own flesh, and that no man ever hated his own flesh, but he nourishes and cherishes it. Even if you want to ignore the New Testament, the writers & characters completely ignore that there are passages such as the Song of Solomon in the Old Testament, and the even the book of Proverbs which says, ""Rejoice in the wife of thy youth, let her breasts satisfy you always""! How can that be read in any way other way than that God knows, and approves of, and smiles on, the marital union and the enjoyment thereof? Real men don't ignore the value and needs of their wives. Those that do deny a very basic teaching of the Judeo/Christian religion. God NEVER said those things. It's absurd. Sonia rebelled because of the misapplication of the teachings of the true God of Abraham. It didn't need to be so. How sad. What Sonia desperately needed was TRUTH, not tradition. In knowing, loving and obeying God, we love others more; before ourselves. That is the faith of the God of Abraham, Isaac, Jacob & Joseph; once for all delivered to the Saints; bought & paid for by Jesus Christ, the Righteous. But alright, ignore all this and abandon ancient, holy Scripture and turn to the wisdom of homeless people & ghosts. That's a good plan. I would never recommend this movie; partly because the sexual content is unnecessarily graphic, but also because it really doesn't offer any valuable insight. Check out ""Yentl"" if you want to see a much more useful treatment of Jewish tradition at odds with society.",neg,6869_1.txt
34020,train,"In what would be his first screenplay, based on his own short story ""Turn About,"" William Faulkner delivers a bizarre story of loyalty, sacrifice, and really strange relationships. The story originally was about only the Tone, Young, and Cooper characters, but MGM needed to put Joan Crawford in another picture to fulfill her contract, and Faulkner obliged by creating a female role. Crawford insisted that her lines be written in the same clipped style as her co-stars' Young and Tone, leading to much unintentional hilarity as these three communicate in a telegraph-like shorthand that sounds like a Monty Python sketch (""Wuthering Heights"" performed in semaphore). Seriously, the almost entirely pronoun-less sentences make Ernest Hemingway read like Henry James.<br /><br />The film also reflects some familiar Faulkner themes, with an almost unnaturally close relationship between brother and sister (as may be found in his ""Sanctuary,"" and elsewhere). When Young proposes to Crawford, in Tone's presence, in lieu of an engagement ring ALL THREE exchange their childhood engraved rings with one another. The closeness of Tone and Young is also noticeable, especially as they go off to their Thelma & Louise fate. Frankly, it's creepy.<br /><br />Not as creepy to this New Yorker, however, as the recurring theme of the massive cockroach, Wellington, which Crawford cheerfully catches (and which is shown gamboling over her hands--I had to turn away!) and Young turns into a gladiator. Blech.<br /><br />That being said, there are some nice performances. Young is particularly engaging in a scene where he's taken up in Cooper's fighter plane, and Roscoe Karns is delightful as Cooper's flying buddy. Tone, despite his inability to express himself through realistic dialogue, has a nice moment, dashing away his own furtive tears over his buddy Young's fate. Crawford, stripped of meaningful dialogue as well, mostly comes across as either wooden or melodramatic, which is quite a balancing act for one role.<br /><br />The battle scenes--not surprisingly, for a Howard Hawks film--are the most exciting part of the entire picture. But not enough. As far as I'm concerned, this is 75 minutes of my life I'm never going to get back.",neg,686_3.txt
34021,train,"A well-intentioned movie about Sonja Horowitz (RenÃ©e Zellweger), the wife of devout Talmudic scholar Mendel (Glenn Fitzgerald). who is deeply unhappy. Mendel's brother Sender (Christopher Eccleston) sees this and hires her to work in the field in which she's already an expertÂ?jewelry. He also starts an affair with her, and then when she spends time with a Puerto Rican artist, he dumps her and betrays her to the family, which shuts her out. There's a subplot in which Sonja's dead brother talks to her, and apparently takes the form of a magical beggar woman, but why is not clear. Much is not clear, unfortunately, including what is going on with Sonja, why she tells the Rebbe there's a fire inside her and maybe it's not from god, and what this means, and what the magical beggar woman tells her means. To an extent the story touches on the plight of women in the ultra-orthodox community, and yet Sonja is not exactly liberated. Nor is the notion of being redeemed by the love of a man of another race very well-thought-out. The title comes from the biblical definition of the worth of a good womanÂ?and yet it's the bastard Sender who quotes it to Sonja. Zellweger struggles with the part; she's supposed to be a Jew from the mid-west and sometimes her accent is flat, and at other times it's taken on the characteristic sounds of Brooklyn. She's at her best when she's being tough and taking charge, but ultimately the movie's a mess.",neg,6870_4.txt
34022,train,"A great concept gone wrong. Poor acting, even worse writing....After watching the first two episodes I was wondering why it ever made it to season two. The characters are forgettable, the writing is poor, the sets are just OK. The special effects are simply sad - so much better has been made in the same time-frame - where is the money going on this one? The first episode starts out interesting then goes downhill fast - the precept of the whole show is just silly. Now don't get me wrong, I am a huge Sci-Fi fan and 'geek' - but this show simply doesn't cut it. As I said in the beginning, I am truly surprised it made it to season two - so much better has been canceled after only one season (Jake 2.0 for example). This show was just bad.",neg,6871_4.txt
34023,train,"This show had pretty good stories, but bad dialog. The main character was especially annoying. It's quite obvious why this show was canceled, although, like most UPN shows, I never knew it even existed until it was in syndicated re-runs.<br /><br />Most of it's plots seemed to be copied from other shows and movies, leading me to think the producers didn't have an original idea in their heads. <br /><br />I haven't commented enough. You've got to have at least ten lines of text. The special effect were not bad for a 2001 show.<br /><br />The gnome was a nice character.",neg,6872_2.txt
34024,train,"The TV productions at the 2000's start were between weak and bad. Before marks like (Alias, Lost, Prison Break, Desperate Housewives, or Monk) the TV didn't have the right hit yet, which could capture the attention and the interests of the 2000s' viewer. Titles like (Relic Hunter), (Mutant X), (The Lost World), (Sheena), or even (Baywatch Hawaii) weren't encouraging for you to watch and follow, or at least weren't that captivating and interesting all the time as what preceded them. (Special Unit 2) was no exception. In fact it's Men in Black meets The X Files' spoof ! (As if these were the special unit 1). But even according to this brilliant formula; it didn't work well. It was promising; at the time there was some saturation out of the ""supernatural"" cases after a decade of many X files already, so the natural spirit to lampoon it naughtily too (imagine Mulder as womanizer !). However (Special Unit 2) wasn't the strongest in this, or a strong when it comes to make a comic Sci-Fi show. It was highly ridiculous, where for instance every sexy situation must turn into ugly disgusting one. It enjoyed that bad taste sickeningly. (Michael Landes) was non-charismatic and mostly unbearable as a comedian. His chemistry with (Alexondra Lee), as well as any supposed sexual attention, was all languid. Sure the show got a funny look but overall it was unfunny work. It's clear that there was nothing more interesting than its main idea. Among (Evan Katz)'s other works as a co-writer and a co-producer like (Seven Days) before or (24) later this must be a low point !. Despite the distinctive personality, it managed to be a silly jest for most of the time. Therefore if that was there goal, so they made one of the silliest indeed ! And truly, it would be one of the rarest times to be thankful for the cancellation of a show after 19 episodes of it only !",neg,6873_1.txt
34025,train,"Jean-Marc Barr (Being Light, The big blue, Dogville) has directed and interpreted this strange movie which is the second installment of some kind of trilogy. I might be wrong but I don't think this movie's part of the Dogma '95 manifesto, though it really looks like it. I'm not really sure of what I think about this film. All actors are good. They deliver pretty good performances, especially Rosanna Arquette and Jean-Marc Barr. The story is somehow interesting. But I don't know, there's something about the movie that I don't like. The sex scenes are way too long. It goes from an interesting work of art to an erotic piece of crap I don't know exactly where it stands. Sure it's not a bad movie, but I won't suggest people to see it neither I'll tell them not to watch. Just do as you want. If you feel curious and you're open-minded, give it a try, you might like it.",neg,6874_4.txt
34026,train,"Kind of drawn in by the erotic scenes, only to realize this was one of the most amateurish and unbelievable bits of film I've ever seen. Sort of like a high school film project. What was Rosanna Arquette thinking?? And what was with all those stock characters in that bizarre supposed Midwest town? Pretty hard to get involved with this one. No lessons to be learned from it, no brilliant insights, just stilted and quite ridiculous (but lots of skin, if that intrigues you) videotaped nonsense....What was with the bisexual relationship, out of nowhere, after all the heterosexual encounters. And what was with that absurd dance, with everybody playing their stereotyped roles? Give this one a pass, it's like a million other miles of bad, wasted film, money that could have been spent on starving children or Aids in Africa.....",neg,6875_2.txt
